Name of the State,Name of the District,Name of the Block,Number of Gram Panchayats,Name of the Gram Panchayat,Openning Balance for FY 2018-19,Total Fund Available for the FY 2018-19,Total Expenditure on Wages for FY 2018-19,Total Expenditure on Materials for FY 2018-19,Total Expenditure on Tax for FY 2018-19,Total Expenditure on Admin Expenses  for FY 2018-19,Grand Total Expenditure for FY 2018-19,Total Unspent Balance for FY 2018-19,Total Payment Due for FY 2018-19
Odisha,Sundargarh,Bargaon,,Grand Total,0.000,696.990,538.090,200.700,0.960,15.550,755.290,-58.300,8.190
Odisha,Sundargarh,Bisra,1,Badabambua,0.000,31.810,32.210,1.230,0.000,0.000,33.440,-1.630,0.100
Odisha,Sundargarh,Bisra,2,Bandamunda,0.000,7.720,7.600,1.790,0.000,0.000,9.390,-1.660,0.110
Odisha,Sundargarh,Bisra,3,Bhalulata,0.000,32.730,34.970,0.400,0.000,0.000,35.360,-2.630,0.260
Odisha,Sundargarh,Bisra,4,Bisra,0.000,23.610,19.510,7.830,0.000,0.000,27.340,-3.740,0.280
Odisha,Sundargarh,Bisra,5,Dareikela,0.000,30.930,28.490,4.030,0.000,0.000,32.520,-1.590,0.490
Odisha,Sundargarh,Bisra,6,Jagada,,,,,,,,,
Odisha,Sundargarh,Bisra,7,Jamsera,0.000,21.900,22.540,1.890,0.000,0.000,24.430,-2.530,0.550
Odisha,Sundargarh,Bisra,8,jaroikela,0.000,15.010,15.840,0.000,0.000,0.000,15.830,-0.820,0.130
Odisha,Sundargarh,Bisra,9,Jhirpani,0.000,7.000,7.060,0.000,0.000,0.000,7.060,-0.060,0.020
Odisha,Sundargarh,Bisra,10,Kapatmunda,0.000,40.030,39.470,1.800,0.000,0.000,41.270,-1.240,1.210
Odisha,Sundargarh,Bisra,11,Manko,0.000,41.700,38.830,4.670,0.000,0.000,43.500,-1.810,0.310
Odisha,Sundargarh,Bisra,12,Santoshpur,0.000,25.100,28.410,1.540,0.000,0.000,29.950,-4.840,0.360
Odisha,Sundargarh,Bisra,13,Theteiposh,0.000,12.960,11.930,1.700,0.000,0.000,13.630,-0.680,0.150
Odisha,Sundargarh,Bisra,14,Tulasikani,0.000,37.970,37.780,0.190,0.000,0.000,37.980,0.000,0.220
Odisha,Sundargarh,Bisra,15,Udusu,0.000,54.450,51.880,3.980,0.000,0.000,55.860,-1.410,1.320
Odisha,Sundargarh,Bisra,,Total,0.000,382.910,376.510,31.050,0.000,0.000,407.560,-24.640,5.510
Odisha,Sundargarh,Bisra,,Block Level Line Deptt.,0.000,0.000,69.200,22.980,0.370,5.080,97.640,-97.640,3.310
Odisha,Sundargarh,Bisra,,Po,0.000,49.040,0.000,NA,NA,14.420,14.420,34.620,NA
Odisha,Sundargarh,Bisra,,Grand Total,0.000,431.950,445.710,54.030,0.370,19.500,519.620,-87.660,8.820
Odisha,Sundargarh,Bonaigarh,1,Badgugua,0.000,12.460,9.870,2.620,0.000,0.000,12.500,-0.040,0.060
Odisha,Sundargarh,Bonaigarh,2,Baneikala,0.000,8.240,8.240,0.000,0.000,0.000,8.240,0.000,0.030
Odisha,Sundargarh,Bonaigarh,3,Bhalupani,0.000,67.400,49.970,17.350,0.000,0.000,67.310,0.080,1.660
Odisha,Sundargarh,Bonaigarh,4,Bonaigarh,0.000,13.400,13.100,0.310,0.000,0.000,13.400,0.000,0.000
Odisha,Sundargarh,Bonaigarh,5,Gobindpur,0.000,16.430,14.610,1.800,0.000,0.000,16.410,0.020,0.060
Odisha,Sundargarh,Bonaigarh,6,Jakeikala,0.000,22.270,21.120,1.140,0.000,0.000,22.260,0.010,0.000
Odisha,Sundargarh,Bonaigarh,7,Jhirdapali,0.000,28.540,25.190,3.330,0.000,0.000,28.520,0.020,0.390
Odisha,Sundargarh,Bonaigarh,8,Kasada,0.000,46.090,44.990,0.980,0.000,0.000,45.980,0.120,0.130
Odisha,Sundargarh,Bonaigarh,9,Kedrikala,0.000,18.610,18.610,0.000,0.000,0.000,18.610,0.000,0.250
Odisha,Sundargarh,Bonaigarh,10,Kenavata,0.000,12.650,12.650,0.000,0.000,0.000,12.650,0.000,0.010
Odisha,Sundargarh,Bonaigarh,11,Pithachor,0.000,18.650,17.790,0.860,0.000,0.000,18.650,0.000,0.010
Odisha,Sundargarh,Bonaigarh,12,Ruguda,0.000,26.840,25.880,0.870,0.000,0.000,26.750,0.090,0.030
Odisha,Sundargarh,Bonaigarh,13,S.Balang,0.000,29.130,26.550,2.410,0.000,0.000,28.960,0.170,0.250
Odisha,Sundargarh,Bonaigarh,,Total,0.000,320.710,288.560,31.670,0.000,0.000,320.240,0.470,2.890
Odisha,Sundargarh,Bonaigarh,,Block Level Line Deptt.,0.000,0.000,158.370,44.330,0.290,3.080,206.070,-206.070,2.060
Odisha,Sundargarh,Bonaigarh,,Po,0.000,66.750,0.000,NA,NA,23.200,23.200,43.550,NA
Odisha,Sundargarh,Bonaigarh,,Grand Total,0.000,387.460,446.930,76.000,0.290,26.280,549.510,-162.050,4.950
Odisha,Sundargarh,Gurundia,1,Banaikela,0.000,71.050,59.620,11.430,0.000,0.000,71.050,0.000,0.350
Odisha,Sundargarh,Gurundia,2,Banki,0.000,15.570,13.230,2.340,0.000,0.000,15.570,0.000,0.060
Odisha,Sundargarh,Gurundia,3,Bhaludunguri,0.000,44.100,28.830,15.140,0.120,0.000,44.100,0.000,0.230
Odisha,Sundargarh,Gurundia,4,Chandipose,0.000,20.550,20.220,0.060,0.000,0.000,20.290,0.270,0.340
Odisha,Sundargarh,Gurundia,5,Gurundia,0.000,25.740,21.660,4.080,0.000,0.000,25.740,0.000,0.050
Odisha,Sundargarh,Gurundia,6,Jarda,0.000,24.140,20.940,3.150,0.000,0.000,24.100,0.040,0.190
Odisha,Sundargarh,Gurundia,7,Kucheita,0.000,29.680,27.070,2.600,0.010,0.000,29.680,0.000,0.030
Odisha,Sundargarh,Gurundia,8,Kundheidiha,0.000,49.450,46.910,2.460,0.010,0.000,49.380,0.070,0.320
Odisha,Sundargarh,Gurundia,9,Narendra,0.000,45.260,43.870,1.350,0.040,0.000,45.250,0.010,0.350
Odisha,Sundargarh,Gurundia,10,Pankadihi,0.000,48.810,38.980,9.690,0.060,0.000,48.730,0.080,0.220
Odisha,Sundargarh,Gurundia,11,Sole,0.000,21.490,16.760,4.480,0.000,0.000,21.260,0.230,0.310
Odisha,Sundargarh,Gurundia,12,Tamda,0.000,26.930,22.930,3.980,0.010,0.000,26.920,0.010,0.270
Odisha,Sundargarh,Gurundia,13,Tamparkela,0.000,53.530,50.330,3.200,0.000,0.000,53.530,0.000,0.060
Odisha,Sundargarh,Gurundia,,Total,0.000,476.300,411.350,63.980,0.250,0.000,475.590,0.710,2.780
Odisha,Sundargarh,Gurundia,,Block Level Line Deptt.,0.000,0.000,94.860,29.780,0.980,2.290,127.910,-127.910,0.950
Odisha,Sundargarh,Gurundia,,Po,0.000,37.090,0.000,NA,NA,29.430,29.430,7.660,NA
Odisha,Sundargarh,Gurundia,,Grand Total,0.000,513.390,506.210,93.760,1.230,31.720,632.930,-119.540,3.730
Odisha,Sundargarh,Hemgiri,1,Ankel Bira,0.000,53.390,59.870,1.240,0.000,0.000,61.120,-7.720,0.110
Odisha,Sundargarh,Hemgiri,2,Balinga,0.000,11.570,11.040,0.820,0.000,0.000,11.860,-0.280,0.080
Odisha,Sundargarh,Hemgiri,3,Duduka,0.000,40.310,35.820,6.210,0.000,0.000,42.030,-1.720,0.000
Odisha,Sundargarh,Hemgiri,4,Durubaga,0.000,10.390,16.080,3.380,0.000,0.000,19.450,-9.060,0.170
Odisha,Sundargarh,Hemgiri,5,Gad Tumulia,0.000,35.370,33.470,2.090,0.000,0.000,35.560,-0.190,0.150
Odisha,Sundargarh,Hemgiri,6,Garjan Jore,0.000,29.200,49.140,1.380,0.000,0.000,50.520,-21.320,0.260
Odisha,Sundargarh,Hemgiri,7,Gopal Pur,0.000,9.100,12.130,4.320,0.000,0.000,16.440,-7.340,0.000
Odisha,Sundargarh,Hemgiri,8,Hemgir,0.000,15.200,34.470,1.020,0.000,0.000,35.490,-20.280,0.530
Odisha,Sundargarh,Hemgiri,9,Jharpalam,0.000,13.580,18.040,2.940,0.000,0.000,20.990,-7.410,0.230
Odisha,Sundargarh,Hemgiri,10,Julum Bahal,0.000,44.480,52.030,6.830,0.000,0.000,58.860,-14.370,0.210
Odisha,Sundargarh,Hemgiri,11,Kanak Tura,0.000,23.160,38.830,1.950,0.000,0.000,40.770,-17.620,0.150
Odisha,Sundargarh,Hemgiri,12,Kanika,0.000,22.880,44.120,2.760,0.000,0.000,46.880,-24.000,0.170
Odisha,Sundargarh,Hemgiri,13,Kendudihi,0.000,8.120,18.890,0.000,0.000,0.000,18.890,-10.760,0.070
Odisha,Sundargarh,Hemgiri,14,Kuchedega,0.000,27.790,34.600,2.780,0.000,0.000,37.380,-9.590,0.140
Odisha,Sundargarh,Hemgiri,15,Laikera,0.000,40.270,42.480,2.330,0.000,0.000,44.800,-4.530,0.270
Odisha,Sundargarh,Hemgiri,16,Mundharkhet,0.000,13.620,25.430,0.550,0.000,0.000,25.990,-12.370,0.200
Odisha,Sundargarh,Hemgiri,17,Sanghumunda,0.000,1.620,7.770,0.740,0.050,0.000,8.560,-6.940,0.000
Odisha,Sundargarh,Hemgiri,18,Sumura,0.000,14.890,17.880,3.010,0.000,0.000,20.890,-5.990,0.130
Odisha,Sundargarh,Hemgiri,19,Taparia,0.000,14.730,25.740,0.630,0.000,0.000,26.370,-11.640,0.130
Odisha,Sundargarh,Hemgiri,,Total,0.000,429.690,577.810,44.980,0.050,0.000,622.840,-193.140,3.010
Odisha,Sundargarh,Hemgiri,,Block Level Line Deptt.,0.000,0.000,87.770,42.730,1.520,1.270,133.290,-133.290,0.520
Odisha,Sundargarh,Hemgiri,,Po,0.000,218.140,0.000,NA,NA,16.800,16.800,201.340,NA
Odisha,Sundargarh,Hemgiri,,Grand Total,0.000,647.830,665.580,87.710,1.570,18.070,772.930,-125.090,3.530
Odisha,Sundargarh,Koira,1,Bimalagarh,0.000,22.150,22.170,0.000,0.000,0.000,22.170,-0.020,0.190
Odisha,Sundargarh,Koira,2,Chordhara,0.000,17.430,17.080,0.290,0.000,0.000,17.360,0.060,0.160
Odisha,Sundargarh,Koira,3,Dengula,0.000,10.220,10.220,0.000,0.000,0.000,10.220,0.000,0.010
Odisha,Sundargarh,Koira,4,Gopna,0.000,20.320,20.310,0.000,0.000,0.000,20.310,0.010,0.050
Odisha,Sundargarh,Koira,5,Jamudihi,0.000,23.500,20.410,2.780,0.000,0.000,23.190,0.310,0.190
Odisha,Sundargarh,Koira,6,K.Balang,0.000,39.430,37.530,1.860,0.000,0.000,39.400,0.030,0.540
Odisha,Sundargarh,Koira,7,Kalta,0.000,9.980,4.870,5.110,0.000,0.000,9.980,0.000,0.000
Odisha,Sundargarh,Koira,8,Kasira,0.000,5.750,5.740,0.000,0.000,0.000,5.740,0.010,0.170
Odisha,Sundargarh,Koira,9,Koira,0.000,9.940,9.930,0.000,0.000,0.000,9.930,0.010,0.350
Odisha,Sundargarh,Koira,10,Malda,0.000,18.170,13.170,4.750,0.240,0.000,18.160,0.000,0.060
Odisha,Sundargarh,Koira,11,Patamunda,0.000,29.330,24.840,4.290,0.190,0.000,29.330,0.000,0.190
Odisha,Sundargarh,Koira,12,Relhatu,0.000,14.370,14.180,0.000,0.000,0.000,14.170,0.200,0.220
Odisha,Sundargarh,Koira,13,Sanroxy,0.000,5.390,6.100,14.350,0.100,0.000,20.540,-15.160,0.010
Odisha,Sundargarh,Koira,14,Sayamba,0.000,16.130,15.350,0.650,0.000,0.000,16.000,0.130,0.160
Odisha,Sundargarh,Koira,15,Tensa,0.000,1.030,1.030,0.000,0.000,0.000,1.030,0.000,0.110
Odisha,Sundargarh,Koira,,Total,0.000,243.130,222.920,34.100,0.540,0.000,257.550,-14.420,2.410
Odisha,Sundargarh,Koira,,Block Level Line Deptt.,0.000,0.000,24.180,19.010,0.020,0.380,43.590,-43.590,0.210
Odisha,Sundargarh,Koira,,Po,0.000,34.020,0.000,NA,NA,16.210,16.210,17.810,NA
Odisha,Sundargarh,Koira,,Grand Total,0.000,277.150,247.100,53.110,0.560,16.590,317.350,-40.200,2.620
Odisha,Sundargarh,Kuarmunda,1,Andali,0.000,38.440,42.650,2.590,0.320,0.000,45.560,-7.130,0.780
Odisha,Sundargarh,Kuarmunda,2,Andhari,0.000,23.040,26.490,2.040,0.000,0.000,28.530,-5.490,0.210
Odisha,Sundargarh,Kuarmunda,3,Dalki,0.000,33.130,26.190,6.650,0.540,0.000,33.380,-0.250,0.100
Odisha,Sundargarh,Kuarmunda,4,Dumerjore,0.000,36.880,28.590,8.690,0.410,0.000,37.690,-0.800,0.400
Odisha,Sundargarh,Kuarmunda,5,Jalangbira,0.000,8.510,30.440,2.720,0.000,0.000,33.170,-24.660,0.320
Odisha,Sundargarh,Kuarmunda,6,Jaydega,0.000,13.880,12.870,1.150,0.000,0.000,14.020,-0.150,0.220
Odisha,Sundargarh,Kuarmunda,7,Jharbeda,0.000,33.100,25.450,11.720,0.360,0.000,37.520,-4.430,0.280
Odisha,Sundargarh,Kuarmunda,8,Jhunmur,0.000,32.600,18.190,14.460,0.000,0.000,32.640,-0.050,0.640
Odisha,Sundargarh,Kuarmunda,9,Kacharu,0.000,28.820,27.840,5.340,0.270,0.000,33.450,-4.630,1.690
Odisha,Sundargarh,Kuarmunda,10,Kadobahal,0.000,24.000,24.490,0.790,0.000,0.000,25.280,-1.270,0.450
Odisha,Sundargarh,Kuarmunda,11,Kalosihiria,0.000,29.050,28.560,0.480,0.000,0.000,29.040,0.020,0.160
Odisha,Sundargarh,Kuarmunda,12,Khukhundu Bahal,0.000,21.380,23.800,0.620,0.000,0.000,24.420,-3.040,0.200
Odisha,Sundargarh,Kuarmunda,13,Kuarmunda,0.000,24.950,23.390,2.680,0.070,0.000,26.140,-1.190,0.290
Odisha,Sundargarh,Kuarmunda,14,Kumjharia,0.000,39.270,39.470,0.000,0.000,0.000,39.460,-0.200,0.230
Odisha,Sundargarh,Kuarmunda,15,Majhapada,0.000,110.860,79.840,31.300,0.000,0.000,111.140,-0.280,0.440
Odisha,Sundargarh,Kuarmunda,16,Padam Pur,0.000,23.290,25.650,3.310,0.420,0.000,29.390,-6.100,4.340
Odisha,Sundargarh,Kuarmunda,17,Pratappur,0.000,20.210,12.770,7.790,0.000,0.000,20.550,-0.340,0.380
Odisha,Sundargarh,Kuarmunda,18,Putrikhaman,0.000,35.330,32.360,2.890,0.130,0.000,35.370,-0.040,0.580
Odisha,Sundargarh,Kuarmunda,19,Raibaga,0.000,47.420,39.670,8.240,0.000,0.000,47.910,-0.490,0.380
Odisha,Sundargarh,Kuarmunda,20,Salanga Bahal,0.000,42.210,40.560,2.130,0.000,0.000,42.690,-0.480,0.140
Odisha,Sundargarh,Kuarmunda,,Total,0.000,666.370,609.250,115.590,2.520,0.000,727.370,-61.000,12.240
Odisha,Sundargarh,Kuarmunda,,Block Level Line Deptt.,0.000,0.000,61.210,33.020,0.000,0.800,95.040,-95.040,0.550
Odisha,Sundargarh,Kuarmunda,,Po,0.000,102.780,0.000,NA,NA,22.520,22.520,80.260,NA
Odisha,Sundargarh,Kuarmunda,,Grand Total,0.000,769.150,670.460,148.610,2.520,23.320,844.930,-75.780,12.790
Odisha,Sundargarh,Kutra,1,Ambhagova,0.000,53.550,55.610,33.720,0.040,0.000,89.360,-35.810,0.670
Odisha,Sundargarh,Kutra,2,Biringa Toli,0.000,12.370,11.830,0.560,0.030,0.000,12.420,-0.060,0.080
Odisha,Sundargarh,Kutra,3,Gangajal,0.000,21.960,16.850,7.220,0.000,0.000,24.070,-2.110,0.160
Odisha,Sundargarh,Kutra,4,Gyanapali,0.000,15.220,11.540,9.090,0.000,0.000,20.630,-5.410,0.290
Odisha,Sundargarh,Kutra,5,Jharbeda,0.000,6.480,22.230,0.660,0.000,0.000,22.900,-16.410,0.470
Odisha,Sundargarh,Kutra,6,Kandeimunda,0.000,39.330,32.710,9.960,0.010,0.000,42.680,-3.350,1.450
Odisha,Sundargarh,Kutra,7,Katang,0.000,2.830,14.500,1.680,0.000,0.000,16.180,-13.350,0.270
Odisha,Sundargarh,Kutra,8,Khatkur Bahal,0.000,34.470,26.630,17.960,0.000,0.000,44.600,-10.120,0.160
Odisha,Sundargarh,Kutra,9,Kiringsira,0.000,37.280,27.340,11.800,0.000,0.000,39.140,-1.870,0.380
Odisha,Sundargarh,Kutra,10,Kutra,0.000,31.860,25.660,14.270,0.000,0.000,39.930,-8.070,0.240
Odisha,Sundargarh,Kutra,11,Nuagaon,0.000,25.830,24.810,1.310,0.020,0.000,26.130,-0.300,0.110
Odisha,Sundargarh,Kutra,12,Panchara,0.000,34.500,33.330,3.280,0.000,0.000,36.610,-2.110,0.140
Odisha,Sundargarh,Kutra,13,Purkapali,0.000,33.420,33.810,0.000,0.000,0.000,33.800,-0.390,0.300
Odisha,Sundargarh,Kutra,14,Rajabasa,0.000,31.130,27.820,3.170,0.000,0.000,30.990,0.140,0.270
Odisha,Sundargarh,Kutra,15,Tarkera,0.000,21.720,19.350,2.570,0.000,0.000,21.930,-0.210,0.160
Odisha,Sundargarh,Kutra,16,Tunmura,0.000,15.490,19.640,12.950,0.010,0.000,32.600,-17.110,0.810
Odisha,Sundargarh,Kutra,,Total,0.000,417.430,403.670,130.200,0.100,0.000,533.970,-116.540,5.970
Odisha,Sundargarh,Kutra,,Block Level Line Deptt.,0.000,0.000,32.550,42.600,3.800,0.970,79.920,-79.920,0.660
Odisha,Sundargarh,Kutra,,Po,0.000,144.090,0.000,NA,NA,25.800,25.800,118.290,NA
Odisha,Sundargarh,Kutra,,Grand Total,0.000,561.520,436.220,172.800,3.900,26.770,639.690,-78.170,6.630
Odisha,Sundargarh,Lahunipara,1,Bada Purunapani,0.000,33.270,29.270,4.040,0.000,0.000,33.320,-0.040,0.220
Odisha,Sundargarh,Lahunipara,2,Bhutuda,0.000,18.130,15.370,3.120,0.000,0.000,18.490,-0.360,0.040
Odisha,Sundargarh,Lahunipara,3,Daleisara,0.000,101.720,62.030,39.960,0.100,0.000,102.090,-0.370,0.650
Odisha,Sundargarh,Lahunipara,4,Darjing,0.000,34.170,31.710,2.480,0.000,0.000,34.200,-0.020,0.200
Odisha,Sundargarh,Lahunipara,5,Fuljhar,0.000,26.450,26.810,2.430,0.000,0.000,29.230,-2.780,0.220
Odisha,Sundargarh,Lahunipara,6,Haladikudar,0.000,29.500,22.310,7.330,0.000,0.000,29.650,-0.150,0.230
Odisha,Sundargarh,Lahunipara,7,Kaleiposh,0.000,32.860,33.270,0.560,0.000,0.000,33.830,-0.970,0.010
Odisha,Sundargarh,Lahunipara,8,Khuntgaon,0.000,41.650,39.170,2.160,0.000,0.000,41.330,0.320,0.360
Odisha,Sundargarh,Lahunipara,9,Kudheikala,0.000,31.850,32.320,3.980,0.000,0.000,36.310,-4.460,0.370
Odisha,Sundargarh,Lahunipara,10,Kuliposh,0.000,17.290,20.170,0.160,0.000,0.000,20.330,-3.040,0.070
Odisha,Sundargarh,Lahunipara,11,Kurda,0.000,30.990,25.790,14.080,0.000,0.000,39.870,-8.880,0.370
Odisha,Sundargarh,Lahunipara,12,Lahunipara,0.000,22.880,23.270,1.930,0.000,0.000,25.190,-2.320,0.000
Odisha,Sundargarh,Lahunipara,13,Mahulpada,0.000,31.390,19.220,13.080,0.020,0.000,32.310,-0.920,0.040
Odisha,Sundargarh,Lahunipara,14,Rajamunda,0.000,21.190,19.980,0.220,0.000,0.000,20.200,0.990,0.240
Odisha,Sundargarh,Lahunipara,15,Sankhaposh,0.000,70.180,62.560,8.700,0.000,0.000,71.260,-1.080,0.200
Odisha,Sundargarh,Lahunipara,16,Sashykala,0.000,17.650,14.830,4.770,0.010,0.000,19.600,-1.950,0.080
Odisha,Sundargarh,Lahunipara,17,Tal Bahali,0.000,58.810,45.190,14.020,0.000,0.000,59.220,-0.400,0.320
Odisha,Sundargarh,Lahunipara,,Total,0.000,619.980,523.280,123.020,0.130,0.000,646.420,-26.430,3.630
Odisha,Sundargarh,Lahunipara,,Block Level Line Deptt.,0.000,0.000,130.850,59.790,0.790,2.180,193.600,-193.600,1.630
Odisha,Sundargarh,Lahunipara,,Po,0.000,50.000,0.000,NA,NA,14.310,14.310,35.690,NA
Odisha,Sundargarh,Lahunipara,,Grand Total,0.000,669.980,654.130,182.810,0.920,16.490,854.330,-184.340,5.260
Odisha,Sundargarh,Lathikata,1,Baddalki,0.000,43.780,43.670,0.000,0.000,0.000,43.670,0.110,0.340
Odisha,Sundargarh,Lathikata,2,Balanda,0.000,20.040,15.080,4.950,0.000,0.000,20.030,0.010,0.010
Odisha,Sundargarh,Lathikata,3,Balani,0.000,9.740,10.540,11.640,0.130,0.000,22.310,-12.570,0.050
Odisha,Sundargarh,Lathikata,4,Birida,0.000,28.590,29.700,2.020,0.230,0.000,31.950,-3.370,0.190
Odisha,Sundargarh,Lathikata,5,Birkera,0.000,56.160,45.870,14.640,0.500,0.000,61.020,-4.850,0.270
Odisha,Sundargarh,Lathikata,6,Chikatmati,0.000,21.880,20.310,1.520,0.020,0.000,21.850,0.030,0.070
Odisha,Sundargarh,Lathikata,7,Garjan,0.000,35.140,23.590,11.510,0.000,0.000,35.100,0.040,0.200
Odisha,Sundargarh,Lathikata,8,Hatibandha,0.000,13.860,12.550,1.310,0.000,0.000,13.860,0.000,0.060
Odisha,Sundargarh,Lathikata,9,Jadakudar,0.000,38.410,38.350,0.000,0.000,0.000,38.350,0.060,0.620
Odisha,Sundargarh,Lathikata,10,Jalda,0.000,33.620,15.170,23.330,0.190,0.000,38.690,-5.070,0.080
Odisha,Sundargarh,Lathikata,11,Kalunga A,0.000,0.600,0.600,0.000,0.000,0.000,0.600,0.000,0.000
Odisha,Sundargarh,Lathikata,12,Kalunga B,0.000,0.840,0.840,0.000,0.000,0.000,0.840,0.000,0.000
Odisha,Sundargarh,Lathikata,13,Lathikata,0.000,14.690,13.920,1.510,0.000,0.000,15.430,-0.740,0.280
Odisha,Sundargarh,Lathikata,14,Lungei,0.000,5.190,7.570,11.700,0.130,0.000,19.390,-14.210,0.170
Odisha,Sundargarh,Lathikata,15,Mundajore,0.000,26.170,20.950,5.090,0.000,0.000,26.040,0.120,0.130
Odisha,Sundargarh,Lathikata,16,Ramjodi,0.000,66.220,36.950,32.120,0.050,0.000,69.120,-2.900,0.270
Odisha,Sundargarh,Lathikata,17,Suidihi,0.000,21.480,17.580,3.880,0.000,0.000,21.460,0.020,0.220
Odisha,Sundargarh,Lathikata,18,Tainsar,0.000,28.060,24.740,5.080,0.400,0.000,30.220,-2.160,0.160
Odisha,Sundargarh,Lathikata,19,Jhartarang,,,,,,,,,
Odisha,Sundargarh,Lathikata,,Total,0.000,464.450,377.980,130.290,1.660,0.000,509.930,-45.480,3.140
Odisha,Sundargarh,Lathikata,,Block Level Line Deptt.,0.000,0.000,84.510,41.500,0.000,0.920,126.930,-126.930,0.980
Odisha,Sundargarh,Lathikata,,Po,0.000,69.160,0.000,NA,NA,17.290,17.290,51.870,NA
Odisha,Sundargarh,Lathikata,,Grand Total,0.000,533.610,462.490,171.790,1.660,18.210,654.150,-120.540,4.120
Odisha,Sundargarh,Lephripara,1,Alapaka,0.000,51.340,47.700,6.310,0.070,0.000,54.080,-2.740,0.530
Odisha,Sundargarh,Lephripara,2,Badbanga,0.000,164.800,83.920,80.930,0.860,0.000,165.720,-0.920,1.140
Odisha,Sundargarh,Lephripara,3,Chhaten Pali,0.000,40.510,22.940,21.070,0.210,0.000,44.220,-3.710,0.280
Odisha,Sundargarh,Lephripara,4,Darlipali,0.000,40.740,33.250,10.070,0.130,0.000,43.460,-2.720,0.760
Odisha,Sundargarh,Lephripara,5,Dumabahal,0.000,53.900,38.530,20.790,0.370,0.000,59.690,-5.790,0.460
Odisha,Sundargarh,Lephripara,6,Giring Kela,0.000,110.650,71.550,39.110,0.420,0.000,111.080,-0.430,2.930
Odisha,Sundargarh,Lephripara,7,Gundia Dihi,0.000,49.320,35.060,18.810,0.190,0.000,54.060,-4.740,0.380
Odisha,Sundargarh,Lephripara,8,Hurmei,0.000,40.050,32.040,15.740,0.160,0.000,47.940,-7.900,0.780
Odisha,Sundargarh,Lephripara,9,J Raibaga,0.000,42.160,34.230,17.260,0.200,0.000,51.690,-9.530,1.150
Odisha,Sundargarh,Lephripara,10,Jhurimal,0.000,64.060,35.360,28.250,1.910,0.000,65.540,-1.470,0.010
Odisha,Sundargarh,Lephripara,11,Kulabira,0.000,52.780,36.750,16.640,0.300,0.000,53.690,-0.910,0.240
Odisha,Sundargarh,Lephripara,12,Lephripara,0.000,47.040,33.740,14.020,0.850,0.000,48.610,-1.570,0.750
Odisha,Sundargarh,Lephripara,13,Masabira,0.000,87.420,63.000,24.040,0.600,0.000,87.640,-0.220,1.380
Odisha,Sundargarh,Lephripara,14,Raidihi,0.000,76.250,42.100,40.520,0.480,0.000,83.110,-6.860,0.630
Odisha,Sundargarh,Lephripara,15,Raj Bahal,0.000,20.870,16.930,13.140,0.380,0.000,30.440,-9.570,0.210
Odisha,Sundargarh,Lephripara,16,Sarafgarh,0.000,39.300,36.670,3.530,0.030,0.000,40.220,-0.920,1.010
Odisha,Sundargarh,Lephripara,17,Sargipali,0.000,46.040,32.190,13.790,0.570,0.000,46.550,-0.510,0.240
Odisha,Sundargarh,Lephripara,,Total,0.000,1027.230,695.960,384.040,7.740,0.000,1087.740,-60.510,12.860
Odisha,Sundargarh,Lephripara,,Block Level Line Deptt.,0.000,0.000,50.450,17.580,0.830,1.750,70.610,-70.610,0.730
Odisha,Sundargarh,Lephripara,,Po,0.000,99.790,0.000,NA,NA,24.510,24.510,75.280,NA
Odisha,Sundargarh,Lephripara,,Grand Total,0.000,1127.020,746.410,401.620,8.570,26.260,1182.860,-55.840,13.590
Odisha,Sundargarh,Nuagaon,1,Ankurpali,0.000,41.900,35.640,8.070,0.000,0.000,43.710,-1.810,1.430
Odisha,Sundargarh,Nuagaon,2,Badajojoda,0.000,80.300,46.330,35.100,0.000,0.000,81.430,-1.130,0.700
Odisha,Sundargarh,Nuagaon,3,Bagdega,0.000,37.970,19.420,18.490,0.000,0.000,37.920,0.060,0.790
Odisha,Sundargarh,Nuagaon,4,Barilapatta,0.000,109.590,49.630,60.270,0.000,0.000,109.900,-0.310,1.820
Odisha,Sundargarh,Nuagaon,5,Chitapedi,0.000,59.000,46.380,13.870,0.000,0.000,60.250,-1.250,1.010
Odisha,Sundargarh,Nuagaon,6,Hatibari,0.000,20.390,17.900,3.250,0.000,0.000,21.150,-0.760,0.300
Odisha,Sundargarh,Nuagaon,7,Jahari Toli,0.000,32.720,23.490,10.710,0.000,0.000,34.200,-1.480,0.450
Odisha,Sundargarh,Nuagaon,8,Kandarkela,0.000,40.310,38.410,2.460,0.000,0.000,40.870,-0.560,0.590
Odisha,Sundargarh,Nuagaon,9,Kardega,0.000,20.670,18.650,2.680,0.000,0.000,21.340,-0.670,0.280
Odisha,Sundargarh,Nuagaon,10,Karkatnasa,0.000,26.340,20.100,6.490,0.000,0.000,26.580,-0.240,0.220
Odisha,Sundargarh,Nuagaon,11,Khuntagaon,0.000,36.940,25.400,15.820,0.000,0.000,41.220,-4.280,0.470
Odisha,Sundargarh,Nuagaon,12,Kokerema,0.000,46.250,36.240,10.020,0.000,0.000,46.270,-0.020,0.850
Odisha,Sundargarh,Nuagaon,13,Limida,0.000,52.440,34.520,18.370,0.000,0.000,52.900,-0.460,0.260
Odisha,Sundargarh,Nuagaon,14,Lukum Beda,0.000,54.520,33.790,21.090,0.000,0.000,54.870,-0.350,0.070
